sale_id,invoice_id,sale_date,customer_id,product_id,quantity,unit_price,total_price,channel,store_location,payment_method,id
5091,INV-202403-00150,2024-03-15,4352,1129,5,230.35,913.85,pood,Tallinn,järelmaks,5091
5092,INV-202403-00151,2024-03-13,4571,1211,4,225.28,901.12,pood,Tallinn,sularaha,5092
5093,INV-202403-00152,2024-03-11,3371,1248,4,145.50,582.00,pood,Pärnu,kaart,5093
5094,INV-202403-00153,2024-03-26,3511,1227,1,120.17,120.17,pood,Tallinn,järelmaks,5094
5095,INV-202403-00154,2024-03-31,4949,1239,1,78.09,78.09,pood,Tartu,sularaha,5095
5096,INV-202403-00155,2024-03-10,3476,1207,1,241.13,241.13,online,,järelmaks,5096
5097,INV-202403-00156,2024-03-01,4206,1325,1,50.85,50.85,pood,Tallinn,kaart,5097
5098,INV-202403-00157,2024-03-09,4760,1227,1,120.17,120.17,pood,Tartu,järelmaks,5098
5099,INV-202403-00158,2024-03-23,2285,1070,2,139.74,279.48,pood,Pärnu,sularaha,5099
5100,INV-202403-00159,2024-03-04,4596,1314,1,234.91,234.91,pood,Tallinn,sularaha,5100
5101,INV-202403-00160,2024-03-18,2622,1095,1,140.64,140.64,online,,järelmaks,5101
5102,INV-202403-00161,2024-03-20,3788,1191,1,230.06,230.06,online,,järelmaks,5102
5103,INV-202403-00162,2024-03-18,,1039,1,282.95,282.95,pood,Tallinn,kaart,5103
5104,INV-202403-00163,2024-03-14,,1232,1,194.57,194.57,pood,Tartu,kaart,5104
5105,INV-202403-00164,2024-03-14,4342,1237,4,60.80,243.20,online,,sularaha,5105
5106,INV-202403-00165,2024-03-27,4213,1056,1,347.16,347.16,pood,Tallinn,kaart,5106
5107,INV-202403-00166,2024-03-24,4315,1092,1,144.20,144.20,pood,Tallinn,sularaha,5107
5108,INV-202403-00167,2024-03-17,3110,1066,1,107.26,107.26,pood,Tallinn,kaart,5108
5109,INV-202403-00168,2024-03-26,2642,1293,1,351.33,351.33,online,,kaart,5109
5110,INV-202403-00169,2024-03-30,2594,1029,1,184.15,184.15,pood,Tallinn,järelmaks,5110
5111,INV-202403-00170,2024-03-06,4851,1040,1,96.11,96.11,online,,kaart,5111
5112,INV-202403-00171,2024-03-27,3695,1077,1,62.56,62.56,pood,Tallinn,sularaha,5112
5113,INV-202403-00172,2024-03-26,3213,1246,2,204.87,409.74,pood,Tartu,järelmaks,5113
5114,INV-202403-00173,2024-03-30,3230,1037,2,141.05,282.10,pood,Tartu,kaart,5114
5115,INV-202403-00174,2024-03-04,4279,1019,1,80.39,80.39,pood,Pärnu,sularaha,5115
5116,INV-202403-00175,2024-03-25,4178,1341,4,45.21,180.84,pood,Pärnu,kaart,5116
5117,INV-202403-00176,2024-03-25,2330,1036,1,137.33,137.33,pood,Pärnu,järelmaks,5117
5118,INV-202403-00177,2024-03-27,,1216,3,273.06,819.18,online,,kaart,5118
5119,INV-202403-00178,2024-03-15,2997,1044,3,83.23,249.69,pood,Tallinn,kaart,5119
5120,INV-202403-00179,2024-03-14,3648,1301,1,206.52,206.52,online,,kaart,5120
5121,INV-202403-00180,2024-03-22,3458,1159,1,24.54,24.54,pood,Tallinn,kaart,5121
5122,INV-202403-00181,2024-03-19,4418,1311,2,153.11,306.22,online,,järelmaks,5122
5123,INV-202403-00182,2024-03-24,4763,1039,1,282.95,282.95,pood,Tallinn,järelmaks,5123
5124,INV-202403-00183,2024-03-03,4887,1130,1,98.68,98.68,online,,kaart,5124
5125,INV-202403-00184,2024-03-21,4549,1305,2,50.77,101.54,pood,Tartu,kaart,5125
5126,INV-202403-00185,2024-03-18,4018,1327,2,110.70,221.40,online,,kaart,5126
5127,INV-202403-00186,2024-03-28,3605,1235,1,210.87,210.87,pood,Tallinn,järelmaks,5127
5128,INV-202403-00187,2024-03-14,2270,1171,2,351.62,703.24,pood,Tallinn,kaart,5128
5129,INV-202403-00188,2024-03-03,2087,1073,3,123.82,371.46,pood,Pärnu,sularaha,5129
5130,INV-202403-00189,2024-03-28,2563,1327,3,110.70,332.10,online,,sularaha,5130
5131,INV-202403-00190,2024-03-08,2558,1004,2,41.63,83.26,pood,Tallinn,kaart,5131
5132,INV-202403-00191,2024-03-19,,1222,1,26.62,26.62,online,,järelmaks,5132
5133,INV-202403-00192,2024-03-01,2670,1127,1,158.94,158.94,pood,Tallinn,sularaha,5133
5134,INV-202403-00193,2024-03-19,3350,1070,1,139.74,139.74,pood,Tallinn,sularaha,5134
5135,INV-202403-00194,2024-03-17,4018,1292,1,74.81,74.81,pood,Pärnu,kaart,5135
5136,INV-202403-00195,2024-03-19,2435,1321,1,183.40,183.40,pood,Tallinn,kaart,5136
5137,INV-202403-00196,2024-03-01,2566,1279,1,66.21,66.21,online,,järelmaks,5137
5138,INV-202403-00197,2024-03-30,2966,1197,1,152.85,152.85,pood,Tartu,kaart,5138
5139,INV-202403-00198,2024-03-20,4964,1011,1,53.99,53.99,pood,Tartu,järelmaks,5139
5140,INV-202403-00199,2024-03-02,,1077,3,62.56,187.68,online,,sularaha,5140
5141,INV-202403-00200,2024-03-06,4018,1039,1,282.95,282.95,pood,Tartu,järelmaks,5141
5142,INV-202403-00201,2024-03-17,3322,1335,1,169.80,201.86,online,,järelmaks,5142
5143,INV-202403-00202,2024-03-17,3991,1141,1,69.39,69.39,pood,Tallinn,sularaha,5143
5144,INV-202403-00203,2024-03-20,,1182,1,180.14,180.14,pood,Tallinn,sularaha,5144
5145,INV-202403-00204,2024-03-23,3350,1291,3,219.83,659.49,pood,Tallinn,järelmaks,5145
5146,INV-202403-00205,2024-03-08,3648,1022,2,22.70,45.40,pood,Tallinn,sularaha,5146
5147,INV-202403-00206,2024-03-24,4413,1213,1,132.30,132.30,pood,Tallinn,kaart,5147
5148,INV-202403-00207,2024-03-27,4968,1258,3,84.41,253.23,online,,sularaha,5148
5149,INV-202403-00208,2024-03-19,3305,1252,1,77.78,77.78,pood,Tartu,järelmaks,5149
5150,INV-202403-00209,2024-03-02,3112,1065,1,48.58,48.58,pood,Tallinn,sularaha,5150
5151,INV-202403-00210,2024-03-23,3611,1039,1,282.95,282.95,online,,kaart,5151
5152,INV-202403-00211,2024-03-10,4730,1214,1,250.17,250.17,pood,Tallinn,kaart,5152
5153,INV-202403-00212,2024-03-08,4127,1238,3,72.73,218.19,pood,Tallinn,kaart,5153
5154,INV-202403-00213,2024-03-01,3532,1080,1,51.50,51.50,pood,Pärnu,kaart,5154
5155,INV-202403-00214,2024-03-19,3172,1217,2,34.04,68.08,online,,järelmaks,5155
5156,INV-202403-00215,2024-03-26,,1172,2,141.62,283.24,pood,Tallinn,kaart,5156
5157,INV-202403-00216,2024-03-26,4476,1215,1,160.91,160.91,pood,Tallinn,kaart,5157
5158,INV-202403-00217,2024-03-21,4541,1201,2,147.16,294.32,pood,Tallinn,järelmaks,5158
5159,INV-202403-00218,2024-03-05,3070,1202,1,22.04,22.04,pood,Tallinn,kaart,5159
5160,INV-202403-00219,2024-03-15,,1187,2,252.33,504.66,pood,Tallinn,sularaha,5160
5161,INV-202403-00220,2024-03-10,,1109,1,116.20,116.20,pood,Tallinn,kaart,5161
5162,INV-202403-00221,2024-03-28,3355,1119,2,181.68,363.36,pood,Tallinn,sularaha,5162
5163,INV-202403-00222,2024-03-17,3348,1181,1,142.57,142.57,pood,Tartu,sularaha,5163
5164,INV-202403-00223,2024-03-19,2676,1292,1,74.81,74.81,online,,kaart,5164
5165,INV-202403-00224,2024-03-01,3697,1189,2,58.49,116.98,pood,Tallinn,sularaha,5165
5166,INV-202403-00225,2024-03-19,2773,1209,3,252.10,756.30,pood,Tallinn,sularaha,5166
5167,INV-202403-00226,2024-03-04,2318,1004,1,41.63,41.63,pood,Tallinn,sularaha,5167
5168,INV-202403-00227,2024-03-26,2299,1130,2,86.47,197.36,pood,Tallinn,sularaha,5168
5169,INV-202403-00228,2024-03-18,3638,1309,1,211.35,211.35,pood,Tallinn,järelmaks,5169
5170,INV-202403-00229,2024-03-22,3322,1148,1,48.85,48.85,online,,kaart,5170
5171,INV-202403-00230,2024-03-25,4505,1031,1,434.08,434.08,online,,kaart,5171
5172,INV-202403-00231,2024-03-11,,1063,4,151.45,605.80,pood,Tallinn,sularaha,5172
5173,INV-202403-00232,2024-03-27,3350,1005,1,198.29,198.29,online,,kaart,5173
5174,INV-202403-00233,2024-03-26,3062,1040,2,96.11,192.22,pood,Tartu,sularaha,5174
5175,INV-202403-00234,2024-03-22,4545,1233,1,111.26,111.26,online,,sularaha,5175
5176,INV-202403-00235,2025-12-07,2514,1180,1,51.58,51.58,pood,Tallinn,kaart,5176
5177,INV-202403-00236,2024-03-30,3810,1187,1,252.33,252.33,pood,Tartu,kaart,5177
5178,INV-202403-00237,2024-03-11,4259,1109,1,116.20,116.20,pood,Tallinn,kaart,5178
5179,INV-202403-00238,2024-03-02,2922,1264,4,221.19,884.76,pood,Tallinn,sularaha,5179
5180,INV-202403-00239,2024-03-23,3151,1206,1,22.70,22.70,pood,Tallinn,sularaha,5180
5181,INV-202403-00240,2024-03-28,4949,1302,1,54.95,54.95,online,,kaart,5181
5182,INV-202403-00241,2024-03-09,,1119,1,181.68,181.68,online,,sularaha,5182
5183,INV-202403-00242,2024-03-07,4334,1243,1,184.02,184.02,online,,sularaha,5183
5184,INV-202403-00243,2024-03-14,,1010,3,186.77,560.31,pood,Tallinn,kaart,5184
5185,INV-202403-00244,2024-03-06,3862,1255,2,114.94,229.88,pood,Tallinn,järelmaks,5185
5186,INV-202403-00245,2024-03-03,2901,1062,1,149.55,149.55,pood,Tallinn,sularaha,5186
5187,INV-202403-00246,2024-03-07,4133,1183,3,231.13,693.39,pood,Pärnu,kaart,5187
5188,INV-202403-00247,2024-03-18,2399,1155,1,209.05,209.05,pood,Tallinn,järelmaks,5188
5189,INV-202403-00248,2024-03-04,3159,1232,1,194.57,194.57,pood,Tallinn,järelmaks,5189
5190,INV-202403-00249,2024-03-06,3567,1001,4,157.49,629.96,pood,Tallinn,sularaha,5190
5191,INV-202403-00250,2024-03-14,2751,1172,1,141.62,141.62,online,,kaart,5191
5192,INV-202403-00251,2024-03-19,2276,1103,1,173.62,173.62,pood,Tallinn,kaart,5192
5193,INV-202403-00252,2024-03-03,2425,1264,3,221.19,663.57,pood,Tartu,sularaha,5193
5194,INV-202403-00253,2024-03-27,4704,1055,1,65.60,65.60,pood,Tallinn,kaart,5194
5195,INV-202403-00254,2024-03-24,,1134,1,371.79,371.79,pood,Tartu,järelmaks,5195
5196,INV-202403-00255,2024-03-05,4623,1270,1,124.35,124.35,online,,sularaha,5196
5197,INV-202403-00256,2024-03-13,2432,1008,1,280.13,280.13,online,,kaart,5197
5198,INV-202403-00257,2024-03-02,2997,1186,2,234.99,469.98,pood,Tartu,sularaha,5198
5199,INV-202403-00258,2024-03-04,2154,1104,2,191.48,382.96,pood,Tartu,järelmaks,5199
5200,INV-202403-00259,2024-03-14,4224,1304,1,210.36,210.36,pood,Tallinn,sularaha,5200
5201,INV-202403-00260,2024-03-14,4475,1125,4,23.68,94.72,pood,Tartu,järelmaks,5201
5202,INV-202403-00261,2024-03-15,3855,1073,3,123.82,371.46,online,,kaart,5202
5203,INV-202403-00262,2024-03-04,3688,1208,1,76.70,76.70,pood,Pärnu,järelmaks,5203
5204,INV-202403-00263,2024-03-12,3585,1180,4,51.58,206.32,online,,järelmaks,5204
5205,INV-202403-00264,2024-03-07,3722,1145,1,338.43,338.43,pood,Tallinn,järelmaks,5205
5206,INV-202403-00265,2024-03-03,2612,1334,1,24.67,24.67,pood,Tallinn,kaart,5206
5207,INV-202403-00266,2024-03-04,3571,1022,1,22.70,22.70,online,,sularaha,5207
5208,INV-202403-00267,2024-03-09,,1116,1,134.94,134.94,online,,sularaha,5208
5209,INV-202403-00268,2024-03-20,2524,1040,2,96.11,192.22,online,,sularaha,5209
5210,INV-202403-00269,2024-03-20,3136,1050,1,145.72,145.72,pood,Tallinn,kaart,5210
5211,INV-202403-00270,2024-03-12,2602,1293,1,351.33,351.33,online,,järelmaks,5211
5212,INV-202403-00271,2024-03-24,3345,1342,1,208.11,208.11,online,,kaart,5212
5213,INV-202403-00272,2024-03-10,4508,1214,1,250.17,250.17,online,,järelmaks,5213
5214,INV-202403-00273,2024-03-26,4076,1269,2,125.98,251.96,pood,Tallinn,järelmaks,5214
5215,INV-202403-00274,2024-03-29,2881,1153,3,79.59,238.77,online,,sularaha,5215
5216,INV-202403-00275,2024-03-12,4044,1331,1,74.41,74.41,online,,sularaha,5216
5217,INV-202403-00276,2024-03-21,2808,1317,2,62.55,125.10,online,,kaart,5217
5218,INV-202403-00277,2024-03-17,4497,1321,1,183.40,183.40,online,,sularaha,5218
5219,INV-202403-00278,2024-03-24,3886,1324,4,224.19,896.76,pood,Tallinn,kaart,5219
5220,INV-202403-00279,2024-03-27,4573,1243,2,184.02,368.04,pood,Pärnu,kaart,5220
5221,INV-202403-00280,2024-03-04,3405,1002,1,274.78,274.78,pood,Pärnu,järelmaks,5221
5222,INV-202403-00281,2024-03-29,2997,1213,1,132.30,132.30,pood,Tartu,kaart,5222
5223,INV-202403-00282,2024-03-08,3099,1304,1,210.36,210.36,online,,sularaha,5223
5224,INV-202403-00283,2024-03-11,2519,1196,1,32.93,32.93,pood,Tartu,kaart,5224
5225,INV-202403-00284,2024-03-12,3868,1023,1,38.70,38.70,pood,Tartu,järelmaks,5225
5226,INV-202403-00285,2024-03-20,,1125,1,23.68,23.68,online,,kaart,5226
5227,INV-202403-00286,2024-03-22,2402,1276,1,187.16,187.16,pood,Tartu,sularaha,5227
5228,INV-202403-00287,2024-03-01,2682,1067,3,15.09,45.27,pood,Tartu,kaart,5228
5229,INV-202403-00288,2024-03-30,4255,1250,1,265.20,265.20,pood,Tallinn,sularaha,5229
5230,INV-202403-00289,2024-03-15,2671,1245,2,228.81,457.62,pood,Tallinn,järelmaks,5230
5231,INV-202403-00290,2024-03-11,4140,1248,3,145.50,436.50,pood,Tartu,kaart,5231
5232,INV-202403-00291,2024-03-24,,1068,1,122.45,122.45,pood,Tallinn,sularaha,5232
5233,INV-202403-00292,2024-03-27,2357,1197,2,152.85,305.70,pood,Tallinn,sularaha,5233
5234,INV-202403-00293,2024-03-13,4949,1218,2,108.09,216.18,pood,Tartu,kaart,5234
5235,INV-202403-00294,2024-03-31,2549,1250,2,265.20,530.40,pood,Tallinn,järelmaks,5235
5236,INV-202403-00295,2024-03-19,4709,1283,3,188.91,566.73,online,,kaart,5236
5237,INV-202403-00296,2024-03-22,2158,1285,2,123.64,247.28,pood,Tallinn,sularaha,5237
5238,INV-202403-00297,2024-03-19,3975,1220,1,26.79,26.79,online,,sularaha,5238
5239,INV-202403-00298,2024-03-16,3885,1125,2,23.68,47.36,pood,Tallinn,järelmaks,5239
5240,INV-202403-00299,2024-03-07,2077,1119,5,181.68,908.40,pood,Tallinn,järelmaks,5240
5241,INV-202403-00300,2024-03-22,3125,1197,2,152.85,305.70,pood,Tartu,järelmaks,5241
5242,INV-202403-00301,2024-03-12,3049,1010,4,186.77,747.08,online,,kaart,5242
5243,INV-202403-00302,2024-03-13,3470,1187,1,252.33,252.33,pood,Tartu,sularaha,5243
5244,INV-202403-00303,2024-03-25,2981,1083,1,72.14,72.14,pood,Tallinn,kaart,5244
5245,INV-202403-00304,2024-03-01,4830,1107,1,279.43,279.43,pood,Tallinn,kaart,5245
5246,INV-202403-00305,2024-03-22,4829,1071,1,237.71,237.71,online,,järelmaks,5246
5247,INV-202403-00306,2024-03-21,4018,1133,1,208.72,208.72,online,,kaart,5247
5248,INV-202403-00307,2024-03-12,3505,1100,1,126.42,126.42,pood,Tallinn,järelmaks,5248
5249,INV-202403-00308,2024-03-01,3493,1119,2,181.68,363.36,pood,Tartu,kaart,5249
5250,INV-202403-00309,2024-03-03,4206,1195,1,339.21,339.21,pood,Pärnu,kaart,5250
5251,INV-202403-00310,2024-03-17,4120,1304,2,210.36,420.72,online,,järelmaks,5251
5252,INV-202403-00311,2024-03-19,,1003,1,52.04,52.04,pood,Tallinn,järelmaks,5252
5253,INV-202403-00312,2024-03-04,2803,1264,1,221.19,221.19,pood,Tallinn,kaart,5253
5254,INV-202403-00313,2024-03-10,3350,1132,1,144.36,144.36,pood,Pärnu,sularaha,5254
5255,INV-202403-00314,2024-03-16,,1218,1,108.09,-108.09,pood,Tallinn,kaart,5255
5256,INV-202403-00315,2024-03-22,2683,1025,4,122.07,-488.28,online,,sularaha,5256
5257,INV-202403-00316,2024-03-21,4761,1067,1,15.09,15.09,online,,kaart,5257
5258,INV-202403-00317,2024-03-03,4825,1313,1,77.60,77.60,pood,Tartu,järelmaks,5258
5259,INV-202403-00318,2024-03-31,4615,1019,3,80.39,241.17,pood,Tallinn,järelmaks,5259
5260,INV-202403-00319,2024-03-09,,1296,2,301.97,603.94,online,,järelmaks,5260
5261,INV-202403-00320,2024-03-23,2317,1029,2,184.15,368.30,pood,Tallinn,sularaha,5261
5262,INV-202403-00321,2024-03-09,3084,1050,3,145.72,437.16,pood,Tallinn,sularaha,5262
5263,INV-202403-00322,2024-03-31,4995,1162,1,89.39,89.39,pood,Tallinn,järelmaks,5263
5264,INV-202403-00323,2024-03-31,2221,1347,1,246.97,246.97,pood,Tallinn,kaart,5264
5265,INV-202403-00324,2024-03-15,4993,1275,2,62.82,125.64,pood,Tartu,sularaha,5265
5266,INV-202403-00325,2024-03-27,3352,1045,2,176.65,-353.30,pood,Tartu,järelmaks,5266
5267,INV-202403-00326,2024-03-27,2463,1024,1,117.05,117.05,online,,järelmaks,5267
5268,INV-202403-00327,2024-03-24,2112,1319,2,290.55,581.10,online,,järelmaks,5268
5269,INV-202403-00328,2024-03-16,2216,1064,3,95.87,287.61,online,,kaart,5269
5270,INV-202403-00329,2024-03-10,2449,1055,1,65.60,65.60,pood,Tartu,sularaha,5270
5271,INV-202403-00330,2024-03-23,2287,1141,1,69.39,69.39,pood,Tartu,kaart,5271
5272,INV-202403-00331,2024-03-11,3648,1166,1,205.00,205.00,pood,Pärnu,järelmaks,5272
5273,INV-202403-00332,2024-03-21,3406,1033,1,221.42,221.42,pood,Tartu,kaart,5273
5274,INV-202403-00333,2024-03-02,3605,1147,1,143.42,143.42,pood,Pärnu,järelmaks,5274
5275,INV-202403-00334,2024-03-15,4954,1204,1,63.95,63.95,pood,Pärnu,sularaha,5275
5276,INV-202403-00335,2024-03-31,,1182,3,180.14,540.42,online,,kaart,5276
5277,INV-202403-00336,2024-03-17,2690,1049,1,308.84,308.84,online,,järelmaks,5277
5278,INV-202403-00337,2024-03-12,,1090,2,281.19,562.38,online,,sularaha,5278
5279,INV-202403-00338,2024-03-08,3536,1058,1,302.86,302.86,pood,Tallinn,sularaha,5279
5280,INV-202403-00339,2024-03-07,3654,1085,1,247.81,247.81,online,,kaart,5280
5281,INV-202403-00340,2024-03-31,3618,1189,1,58.49,58.49,online,,kaart,5281
5282,INV-202403-00341,2024-03-23,2978,1089,3,134.58,403.74,pood,Pärnu,kaart,5282
5283,INV-202403-00342,2024-03-24,2636,1258,1,84.41,84.41,pood,Tallinn,kaart,5283
5284,INV-202403-00343,2024-03-18,4627,1070,2,139.74,279.48,pood,Tartu,sularaha,5284
5285,INV-202403-00344,2024-03-10,,1080,2,51.50,103.00,online,,järelmaks,5285
5286,INV-202403-00345,2024-03-05,4342,1160,1,368.67,368.67,pood,Tallinn,sularaha,5286
5287,INV-202403-00346,2024-03-06,4846,1301,2,206.52,413.04,pood,Tallinn,järelmaks,5287
5288,INV-202403-00347,2024-03-25,3230,1122,1,202.57,202.57,online,,sularaha,5288
5289,INV-202403-00348,2024-03-01,4808,1292,1,74.81,74.81,online,,järelmaks,5289
5290,INV-202403-00349,2024-03-12,2911,1246,2,204.87,409.74,online,,kaart,5290
5291,INV-202403-00350,2024-03-10,3238,1151,2,215.58,431.16,pood,Pärnu,sularaha,5291
5292,INV-202403-00351,2024-03-02,4705,1219,1,29.42,29.42,pood,Pärnu,järelmaks,5292
5293,INV-202403-00352,2024-03-12,3770,1204,3,63.95,191.85,online,,järelmaks,5293
5294,INV-202403-00353,2024-03-30,4114,1132,1,144.36,144.36,pood,Tartu,järelmaks,5294
5295,INV-202403-00354,2024-03-01,3489,1053,2,113.86,227.72,online,,kaart,5295
5296,INV-202403-00355,2024-03-17,3508,1233,3,111.26,333.78,pood,Pärnu,kaart,5296
5297,INV-202403-00356,2024-03-21,3128,1164,1,179.35,179.35,online,,kaart,5297
5298,INV-202403-00357,2024-03-13,4149,1025,1,122.07,-122.07,pood,Tallinn,sularaha,5298
5299,INV-202403-00358,2024-03-28,3108,1279,1,66.21,66.21,pood,Tartu,järelmaks,5299
5300,INV-202403-00359,2024-03-24,3350,1253,1,253.80,253.80,pood,Tallinn,järelmaks,5300
5301,INV-202403-00360,2024-03-29,4763,1138,3,130.73,392.19,pood,Tartu,kaart,5301
5302,INV-202403-00361,2024-03-21,,1163,1,259.69,259.69,online,,kaart,5302
5303,INV-202403-00362,2024-03-24,2317,1075,4,278.59,1114.36,online,,järelmaks,5303
5304,INV-202403-00363,2024-03-24,2005,1086,2,149.47,298.94,pood,Pärnu,kaart,5304
5305,INV-202403-00364,2024-03-07,3327,1103,2,173.62,347.24,online,,sularaha,5305
5306,INV-202403-00365,2024-03-01,3182,1076,2,89.29,178.58,pood,Tallinn,kaart,5306
5307,INV-202403-00366,2024-03-17,2192,1032,1,198.42,198.42,online,,järelmaks,5307
5308,INV-202403-00367,2024-03-01,3312,1158,2,70.01,140.02,online,,kaart,5308
5309,INV-202403-00368,2024-03-18,2069,1104,2,191.48,382.96,pood,Tartu,sularaha,5309
5310,INV-202403-00369,2024-03-12,4426,1159,1,24.54,-24.54,online,,sularaha,5310
5311,INV-202403-00370,2024-03-19,3515,1341,3,45.21,135.63,pood,Pärnu,kaart,5311
5312,INV-202403-00371,2024-03-31,4580,1020,2,100.40,200.80,online,,järelmaks,5312
5313,INV-202403-00372,2024-03-15,2889,1121,4,196.91,787.64,pood,Tallinn,järelmaks,5313
5314,INV-202403-00373,2024-03-31,3183,1214,3,250.17,750.51,online,,sularaha,5314
5315,INV-202403-00374,2024-03-07,3728,1159,1,24.54,24.54,pood,Tartu,kaart,5315
5316,INV-202403-00375,2024-03-28,2187,1077,1,62.56,62.56,online,,järelmaks,5316
5317,INV-202403-00376,2024-03-04,2183,1149,1,304.14,304.14,online,,kaart,5317
5318,INV-202403-00377,2024-03-04,4350,1013,1,218.99,218.99,pood,Tallinn,kaart,5318
5319,INV-202403-00378,2024-03-14,2299,1342,1,208.11,208.11,pood,Tallinn,sularaha,5319
5320,INV-202403-00379,2024-03-28,4928,1319,1,290.55,290.55,pood,Tallinn,järelmaks,5320
5321,INV-202403-00380,2024-03-25,3962,1159,2,24.54,49.08,online,,järelmaks,5321
5322,INV-202403-00381,2024-03-08,2221,1093,2,271.35,542.70,online,,sularaha,5322
5323,INV-202403-00382,2024-03-18,3999,1086,2,149.47,298.94,online,,kaart,5323
5324,INV-202403-00383,2024-03-30,4862,1040,1,106.71,96.11,online,,järelmaks,5324
5325,INV-202403-00384,2024-03-22,4259,1031,1,434.08,434.08,online,,järelmaks,5325
5326,INV-202403-00385,2024-03-22,4484,1145,2,338.43,-676.86,pood,Tartu,sularaha,5326
5327,INV-202403-00386,2024-03-05,2394,1123,1,219.38,219.38,pood,Tartu,järelmaks,5327
5328,INV-202403-00387,2024-03-19,3993,1090,1,305.98,281.19,pood,Tallinn,kaart,5328
5329,INV-202403-00388,2024-03-22,3275,1086,1,149.47,-149.47,pood,Tallinn,kaart,5329
5330,INV-202403-00389,2024-03-08,3867,1197,1,152.85,152.85,pood,Tallinn,kaart,5330
5331,INV-202403-00390,2024-03-23,4665,1287,1,114.80,114.80,pood,Tallinn,järelmaks,5331
5332,INV-202403-00391,2024-03-06,3072,1064,1,95.87,95.87,online,,kaart,5332
5333,INV-202403-00392,2024-03-24,,1059,1,104.85,104.85,online,,sularaha,5333
5334,INV-202403-00393,2024-03-20,4206,1135,2,161.20,350.50,pood,Tartu,kaart,5334
5335,INV-202403-00394,2024-03-02,2401,1150,2,280.02,560.04,pood,Tallinn,järelmaks,5335
5336,INV-202403-00395,2024-03-01,4409,1252,1,82.43,77.78,online,,järelmaks,5336
5337,INV-202403-00396,2024-03-21,3584,1181,1,142.57,142.57,online,,sularaha,5337
5338,INV-202403-00397,2024-03-28,,1142,2,307.27,614.54,pood,Tallinn,kaart,5338
5339,INV-202403-00398,2024-03-07,2097,1164,1,179.35,179.35,pood,Tallinn,kaart,5339
5340,INV-202403-00399,2024-03-05,3698,1267,1,66.88,66.88,online,,sularaha,5340
5341,INV-202403-00400,2024-03-07,4790,1260,1,130.36,130.36,online,,kaart,5341
5342,INV-202403-00401,2024-03-25,3965,1072,2,95.39,190.78,pood,Tallinn,kaart,5342
5343,INV-202403-00402,2024-03-12,2951,1319,2,290.55,581.10,pood,Tartu,sularaha,5343
5344,INV-202403-00403,2024-03-10,4756,1248,5,145.50,727.50,online,,kaart,5344
5345,INV-202403-00404,2024-03-16,4501,1026,5,166.27,831.35,online,,sularaha,5345
5346,INV-202403-00405,2024-03-10,2744,1309,1,211.35,211.35,pood,Tallinn,järelmaks,5346
5347,INV-202403-00406,2024-03-01,3919,1006,1,319.42,319.42,online,,järelmaks,5347
5348,INV-202403-00407,2024-03-04,2071,1004,2,41.63,83.26,pood,Pärnu,kaart,5348
5349,INV-202403-00408,2024-03-25,2795,1216,1,273.06,273.06,online,,sularaha,5349
5350,INV-202403-00409,2024-03-01,3377,1154,1,190.81,190.81,pood,Pärnu,järelmaks,5350
5351,INV-202403-00410,2024-03-06,3108,1306,4,93.13,372.52,pood,Tartu,sularaha,5351
5352,INV-202403-00411,2024-03-14,3810,1242,2,203.39,406.78,pood,Tartu,sularaha,5352
5353,INV-202403-00412,2024-03-07,2366,1173,1,168.82,168.82,pood,Tallinn,sularaha,5353
5354,INV-202403-00413,2024-03-09,3062,1140,2,106.69,213.38,pood,Tartu,kaart,5354
5355,INV-202404-00001,2024-04-26,3393,1064,2,95.87,191.74,online,,järelmaks,5355
5356,INV-202404-00002,2024-04-29,3898,1250,2,265.20,530.40,pood,Tallinn,sularaha,5356
5357,INV-202404-00003,2024-04-08,2466,1144,1,152.13,-152.13,pood,Tallinn,kaart,5357
5358,INV-202404-00004,2024-04-08,4962,1112,1,242.43,242.43,pood,Tallinn,kaart,5358
5359,INV-202404-00005,2024-04-11,4206,1285,1,123.64,123.64,pood,Pärnu,sularaha,5359
5360,INV-202404-00006,2024-04-22,4569,1193,4,120.59,482.36,pood,Tallinn,järelmaks,5360
5361,INV-202404-00007,2024-04-23,3044,1236,1,205.89,205.89,pood,Tallinn,sularaha,5361
5362,INV-202404-00008,2024-04-18,2564,1206,2,22.70,45.40,pood,Tallinn,kaart,5362
5363,INV-202404-00009,2024-04-09,2484,1005,5,198.29,991.45,pood,Tallinn,järelmaks,5363
5364,INV-202404-00010,2024-04-30,3528,1216,1,273.06,273.06,pood,Tartu,järelmaks,5364
5365,INV-202404-00011,2024-04-12,3803,1179,1,82.15,82.15,online,,sularaha,5365
5366,INV-202404-00012,2024-04-15,,1026,1,166.27,166.27,pood,Tartu,kaart,5366
5367,INV-202404-00013,2024-04-07,3270,1114,1,74.70,74.70,pood,Tartu,kaart,5367
5368,INV-202404-00014,2024-04-17,3870,1311,2,153.11,306.22,pood,Tallinn,kaart,5368
5369,INV-202404-00015,2024-04-27,4901,1086,1,149.47,149.47,pood,Pärnu,kaart,5369
5370,INV-202404-00016,2024-04-22,4976,1160,1,368.67,368.67,pood,Pärnu,järelmaks,5370
5371,INV-202404-00017,2024-04-24,3854,1030,2,112.68,225.36,pood,Tallinn,kaart,5371
